model,fold,positive_buffer_m,negative_buffer_m,train_positive_count,valid_positive_count,train_sample_count,valid_sample_count,train_label_histogram,valid_label_histogram,train_confusion,valid_confusion,valid_accuracy,valid_kappa,valid_metrics
Hybrid-basic,0,60,300,226,31,400,400,"{""0"": 200, ""1"": 200}","{""0"": 200, ""1"": 200}","[[200, 0], [0, 200]]","[[156, 44], [32, 168]]",0.81,0.6200000000000001,"{""threshold"": 0.5, ""sample_count"": 400, ""positive_count"": 200, ""negative_count"": 200, ""true_positive"": 168, ""true_negative"": 156, ""false_positive"": 44, ""false_negative"": 32, ""accuracy"": 0.81, ""precision"": 0.7924528301886793, ""recall"": 0.84, ""sensitivity"": 0.84, ""specificity"": 0.78, ""f1"": 0.8155339805825242, ""balanced_accuracy"": 0.81, ""negative_predictive_value"": 0.8297872340425532, ""false_positive_rate"": 0.21999999999999997, ""false_negative_rate"": 0.16000000000000003, ""roc_auc"": 0.895325, ""pr_auc"": 0.8702739702767763, ""average_precision"": 0.8702739702767763}"
