all_point_lift,all_point_recall,analysis_area_km2,evaluated_point_lift,evaluated_point_recall,evaluated_positive_points,excluded_positive_points,hit_points,hotspot_area_km2,hotspot_area_share,percentile,point_recall,sample_coverage,sampled_point_recall,sampled_positive_points,threshold,top_percent,valid_positive_points
4.306424961262167,0.8709677419354839,539.3158622612019,4.306424961262167,0.8709677419354839,31,0,27,109.07579325519134,0.20224844268044848,80,0.8709677419354839,1,0.8709677419354839,31,0.5058126056087976,20,31
5.472606561122598,0.5483870967741935,539.3158622612019,5.472606561122598,0.5483870967741935,31,0,17,54.04259499499326,0.10020583256796423,90,0.5483870967741935,1,0.5483870967741935,31,0.8144624834429405,10,31
5.746834707774753,0.2903225806451613,539.3158622612019,5.746834707774753,0.2903225806451613,31,0,9,27.245532693452137,0.050518693403934334,95,0.2903225806451613,1,0.2903225806451613,31,0.9317021298366462,5,31
