feature,importance_mean,importance_std
log_upa,0.2239034060646896,0
alpha_score,0.19148065084993035,0
slope,0.1760166254469569,0
built,0.14978136279854254,0
hnd,0.13520185216747205,0
lowland,0.12361610267240856,0
water_occ,0.0,0
