feature,importance_mean,importance_std
alpha_score,0.21364529625254924,0.016394276386462316
log_upa,0.18331863967135292,0.03364864264333983
slope,0.1738409423860151,0.009144254896154261
hnd,0.15339579541445578,0.034845226624088996
built,0.148353367616038,0.032080830668812635
lowland,0.12744595865958894,0.03799152398475594
water_occ,0.0,0.0
