percentile,top_percent,evaluated_point_recall_mean,evaluated_point_recall_std,all_point_recall_mean,evaluated_point_lift_mean,hotspot_area_share_mean,hit_points_mean,hotspot_area_km2_mean
80,20,0.8330420332355816,0.06335442904162997,0.8330420332355816,4.130636743239338,0.20166370963531993,42.4,108.76043744876522
90,10,0.6365532746823069,0.085068920177737,0.6365532746823069,6.3644142008166265,0.10000690007900268,32.6,53.93530754817719
95,5,0.4104281524926686,0.13824826078564742,0.4104281524926686,8.392381183360936,0.048770786263318086,21.4,26.302858646758175
