feature,importance_mean,importance_std
alpha_score,0.21338009935064856,0.016366359263338418
log_upa,0.18333282593906244,0.03370909199420166
slope,0.17398068047032622,0.008995841694315526
hnd,0.15335195727882311,0.03457049706458456
built,0.14835272312870199,0.03208798076933947
lowland,0.12760171383243768,0.03777579777675624
water_occ,0.0,0.0
