feature,importance_mean,importance_std
alpha_score,0.21360622327763795,0.016321675097998145
log_upa,0.18329926863827842,0.03367143328294058
slope,0.1738639039051255,0.00916573646020999
hnd,0.15345590385893115,0.034793010784086836
built,0.14831832846022525,0.03212470999111586
lowland,0.12745637185980177,0.03801100473000179
water_occ,0.0,0.0
